quoteid,quote_no,no_pax,adults,children,infants,calculated_pax
2357213,TDU36335,3,2,0,0,2
2357215,TDU36337,4,4,1,0,5
2357229,TDU36347,3,2,1,1,4
2357231,TDU36348,9,8,2,0,10
2357252,TDU27322G,11,9,0,0,9
2357272,TDU36377,4,4,2,0,6
2357282,TDU36386,3,2,0,0,2
2357284,TDU36388,6,7,0,1,8
2357309,TDU36403,2,4,0,0,4
2357313,TDU36404,2,2,1,0,3
2357316,TDU36407,2,2,1,0,3
2357317,TDU27344G,28,18,0,0,18
2357331,TDU27346G,12,12,4,0,16
2357364,TDU36445,3,3,1,0,4
2357373,TDU36454,4,4,1,1,6
2357397,TDU36474,2,3,0,0,3
2357416,TDU36489,4,4,1,1,6
2357435,TDU36507,6,6,1,0,7
2357436,TDU36508,3,2,2,0,4
2357437,TDU36509,4,4,1,0,5
2357438,TDU36510,7,8,0,0,8
2357445,TDU36512,4,4,1,0,5
2357447,TDU36513,4,4,1,0,5
2357454,TDU36519,6,6,2,1,9
2357467,TDU36529,7,7,2,1,10
2357471,TDU27373G,10,10,1,0,11
2357513,TDU36564,2,2,1,0,3
2357527,TDU27390G,24,36,0,0,36
2357540,TDU36582,4,3,3,0,6
2357573,TDU36599,10,7,3,1,11
2357592,TDU27412G,4,11,0,0,11
2357610,TDU36630,2,2,2,0,4
2357618,TDU36632,5,4,2,0,6
2357644,TDU36656,2,2,0,1,3
2357655,TDU36666,2,2,1,0,3
2357657,TDU36668,2,2,1,0,3
2357667,TDU36672,7,7,0,1,8
2357699,TDU36697,2,2,1,0,3
2357713,TDU36707,3,3,1,0,4
2357717,TDU36711,2,4,0,0,4
2357729,TDU36719,8,8,1,0,9
2357733,TDU36723,2,2,0,1,3
2357734,TDU36724,5,5,0,1,6
2357735,TDU36725,2,2,0,1,3
2357744,TDU36733,4,4,1,1,6
2357746,TDU36735,4,4,0,1,5
2357773,TDU36749,3,3,1,0,4
2357777,TDU36752,3,2,2,0,4
2357786,TDU36757,3,3,1,0,4
2357788,TDU36759,3,2,1,1,4
2357794,TDU36765,6,6,1,0,7
2357804,TDU27466G,13,16,0,0,16
2357815,TDU36778,9,8,2,0,10
2357826,TDU36787,6,5,2,0,7
2357827,TDU36788,6,5,2,0,7
2357832,TDU36790,6,6,1,1,8
2357837,TDU36795,2,2,1,0,3
2357838,TDU36796,2,2,1,0,3
2357840,TDU36798,4,4,0,1,5
2357845,TDU36799,2,2,1,0,3
2357849,TDU36803,3,3,1,0,4
2357876,TDU36825,7,6,2,2,10
2357877,TDU36826,7,6,2,2,10
2357881,TDU36830,2,2,1,0,3
2357883,TDU36831,2,2,1,0,3
2357904,TDU27493G,11,11,1,0,12
2357911,TDU36852,4,4,0,1,5
2357927,TDU36860,3,2,2,0,4
2357930,TDU27503G,24,23,2,0,25
2357931,TDU27504G,24,23,2,0,25
2357932,TDU36862,5,4,3,0,7
2357959,TDU36885,7,6,4,0,10
2357992,TDU36914,5,4,2,0,6
